com.samsung.shealth.rewards,6272009,5
,2021-12-07 05:00:00.000,,10009,,2021-12-13 05:47:56.802,2021-12-07 16:23:38.561,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":12526}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-07 05:00:00.000,d71c1e32-91ab-4ac4-a57f-120b58cddfea,1,
,2021-12-07 05:00:00.000,,10009,,2021-12-08 05:00:03.738,2021-12-08 00:11:25.294,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":12526}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-07 05:00:00.000,69313cf3-4734-4740-857b-66305bdea9af,1,
,2021-12-10 05:00:00.000,,10009,,2021-12-16 05:15:13.767,2021-12-10 17:50:37.467,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7561}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-10 05:00:00.000,c3106c94-6524-4d8b-9c71-778226f85ee5,1,
,2021-12-13 05:00:00.000,,10009,,2021-12-19 05:04:10.931,2021-12-13 19:34:07.579,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9068}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-13 05:00:00.000,911d41a9-4d82-4621-a937-d727422258bb,1,
,2021-12-14 05:00:00.000,,10009,,2021-12-20 05:00:03.418,2021-12-14 19:04:47.256,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10607}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-14 05:00:00.000,67080463-ace9-46df-a0a9-53676b060749,1,
,2021-12-17 05:00:00.000,,10009,,2021-12-23 05:27:14.059,2021-12-18 01:14:44.513,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6348}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2021-12-17 05:00:00.000,3e0eacfb-7529-4465-8348-3b6185e24e78,1,
,2022-01-18 05:00:00.000,,10009,,2022-01-24 05:00:04.003,2022-01-18 16:28:05.689,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9085}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-01-18 05:00:00.000,c2092b09-a2ab-4eef-9748-11781029b030,1,
,2022-01-19 05:00:00.000,,10009,,2022-01-25 05:00:04.142,2022-01-19 19:26:47.749,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":13519}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-01-19 05:00:00.000,ed8b0d58-4788-4be1-9b39-e891e3e3b4ba,1,
,2022-01-19 05:00:00.000,,10009,,2022-01-20 05:00:01.149,2022-01-20 02:57:56.013,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":13519}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-01-19 05:00:00.000,69abf1b9-7715-4c5e-9f7b-9d198fef2e5e,1,
,2022-01-24 05:00:00.000,,10009,,2022-01-30 05:01:02.394,2022-01-24 19:17:38.292,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9781}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-01-24 05:00:00.000,bc7bb770-636e-4c1c-9ce0-92642c1e0df2,1,
,2022-02-07 05:00:00.000,,10009,,2022-02-13 05:00:03.813,2022-02-07 16:24:49.159,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":12398}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-07 05:00:00.000,d0e69c8a-c78d-40d6-a4e8-eac64ac735ce,1,
,2022-02-08 05:00:00.000,,10009,,2022-02-14 05:00:04.920,2022-02-08 19:46:20.310,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9242}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-08 05:00:00.000,ecc045d8-2a26-4126-b6d7-70f0d1716286,1,
,2022-02-10 05:00:00.000,,10009,,2022-02-16 05:00:03.351,2022-02-10 16:30:11.406,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":11359}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-10 05:00:00.000,f07787e6-0f07-49b2-b892-328d2c700de7,1,
,2022-02-14 05:00:00.000,,10009,,2022-02-20 05:00:33.542,2022-02-14 16:27:46.719,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":11256}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-14 05:00:00.000,416fa4f7-1cfa-4e6a-92d0-fe0017a16f8b,1,
,2022-02-15 05:00:00.000,,10009,,2022-02-21 05:00:04.481,2022-02-15 16:30:06.715,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10362}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-15 05:00:00.000,337eb9d8-8fb3-4510-9574-2bb9304b528d,1,
,2022-02-22 05:00:00.000,,10009,,2022-02-28 05:00:03.492,2022-02-22 16:35:01.919,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9140}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-22 05:00:00.000,3c864fff-c003-429f-bf9f-39c2ee44989c,1,
,2022-02-23 05:00:00.000,,10009,,2022-03-01 06:07:52.709,2022-02-23 19:15:02.022,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8555}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-23 05:00:00.000,db68e210-06fb-4c7d-a5db-c04eba25c3bc,1,
,2022-02-25 05:00:00.000,,10009,,2022-03-03 05:00:02.399,2022-02-25 19:50:06.550,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9086}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-02-25 05:00:00.000,a6f29565-4915-4987-80c4-27e79741c03f,1,
,2022-03-03 05:00:00.000,,10009,,2022-03-09 05:08:04.586,2022-03-03 16:35:19.400,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10525}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-03 05:00:00.000,c22755b7-a633-4f67-a687-e453bac50013,1,
,2022-03-07 05:00:00.000,,10009,,2022-03-13 05:21:43.093,2022-03-07 20:03:34.926,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7609}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-07 05:00:00.000,9f80d516-1011-4be8-890a-1eb376212a20,1,
,2022-03-10 05:00:00.000,,10009,,2022-03-16 04:08:16.631,2022-03-10 17:50:56.865,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9251}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-10 05:00:00.000,d3deaddc-f07b-4518-96e1-7a12a0d6c25c,1,
,2022-03-11 05:00:00.000,,10009,,2022-03-17 04:21:01.780,2022-03-11 19:15:01.647,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10104}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-11 05:00:00.000,14ab2687-69ca-45c4-9061-49f61dd64748,1,
,2022-03-21 04:00:00.000,,10009,,2022-03-27 04:00:46.292,2022-03-21 15:28:59.708,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10209}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-21 04:00:00.000,46bd911c-0191-40c8-a794-7b597eb00cc8,1,
,2022-03-22 04:00:00.000,,10009,,2022-03-28 04:00:01.565,2022-03-22 16:55:01.163,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10693}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-22 04:00:00.000,6309ae9e-d806-42c1-b549-57969a3bd6ba,1,
,2022-03-24 04:00:00.000,,10009,,2022-03-30 04:00:04.366,2022-03-24 18:28:28.400,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11116}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-24 04:00:00.000,7607aa0c-1f59-4875-8c9f-657bdd0931fc,1,
,2022-03-25 04:00:00.000,,10009,,2022-03-31 04:00:51.961,2022-03-25 15:33:12.618,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8641}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-25 04:00:00.000,dff30cbf-ec88-426b-a50b-7cfa2660aa18,1,
,2022-03-28 04:00:00.000,,10009,,2022-04-03 04:06:55.198,2022-03-28 19:19:52.106,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8274}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-28 04:00:00.000,1f42b9e4-4092-4f91-bd95-59315cb242bf,1,
,2022-03-29 04:00:00.000,,10009,,2022-04-04 04:00:03.168,2022-03-29 18:55:00.870,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7691}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-29 04:00:00.000,09016b12-38d6-47e4-998b-b12653d4a5af,1,
,2022-03-31 04:00:00.000,,10009,,2022-04-06 04:00:05.433,2022-03-31 18:14:59.343,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11150}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-03-31 04:00:00.000,163976dd-403e-479d-b9d6-d95efac18a58,1,
,2022-04-01 04:00:00.000,,10009,,2022-04-07 04:00:02.257,2022-04-01 18:20:17.130,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8761}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-01 04:00:00.000,794e499f-75c1-4ce1-9c16-89f35c05f40a,1,
,2022-04-08 04:00:00.000,,10009,,2022-04-14 04:00:03.828,2022-04-08 18:15:00.503,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8863}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-08 04:00:00.000,51ad4b4c-dc25-47fb-9d6d-81343f56ee42,1,
,2022-04-11 04:00:00.000,,10009,,2022-04-17 04:01:24.222,2022-04-11 15:35:01.793,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10007}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-11 04:00:00.000,a9ac33dc-4c4b-46c4-aaee-8a78405cf033,1,
,2022-04-12 04:00:00.000,,10009,,2022-04-18 04:00:00.496,2022-04-12 18:54:28.679,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7786}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-12 04:00:00.000,79fad8d8-6279-4b69-855d-0a1cf8e48a16,1,
,2022-04-13 04:00:00.000,,10009,,2022-04-19 04:00:03.740,2022-04-13 15:29:49.457,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10325}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-13 04:00:00.000,86269a49-c62e-4a50-8802-678824e3c1a3,1,
,2022-04-14 04:00:00.000,,10009,,2022-04-20 04:00:02.891,2022-04-14 18:15:05.997,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8561}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-14 04:00:00.000,833b3704-210a-45be-b82b-64fcf0837538,1,
,2022-04-19 04:00:00.000,,10009,,2022-04-25 04:00:02.917,2022-04-19 16:55:01.091,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9545}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-19 04:00:00.000,ecf21ee0-3560-426d-a472-360f6bfb710f,1,
,2022-04-20 04:00:00.000,,10009,,2022-04-26 04:00:33.486,2022-04-20 16:55:00.724,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8570}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-20 04:00:00.000,8895b369-5340-49c7-9004-058268675817,1,
,2022-04-21 04:00:00.000,,10009,,2022-04-27 04:00:03.964,2022-04-21 18:15:00.327,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8788}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-21 04:00:00.000,3273bf47-0059-45ea-b5b4-77f4c4d2837f,1,
,2022-04-22 04:00:00.000,,10009,,2022-04-28 04:00:03.102,2022-04-22 15:55:02.243,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10430}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-22 04:00:00.000,2dfbea55-a855-4b77-92f9-d65e33b5e4ab,1,
,2022-04-25 04:00:00.000,,10009,,2022-05-01 04:30:42.081,2022-04-25 18:15:01.022,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8586}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-25 04:00:00.000,fef41c9d-be0f-4c49-bbb7-385836b50711,1,
,2022-04-26 04:00:00.000,,10009,,2022-05-02 04:00:31.905,2022-04-26 18:15:00.664,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9512}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-26 04:00:00.000,f7aa8d8f-f2bf-492d-ad93-9a60cd5e01ea,1,
,2022-04-27 04:00:00.000,,10009,,2022-05-03 04:00:08.535,2022-04-27 15:29:10.641,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10811}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-27 04:00:00.000,5df3d65f-c81c-4e35-a763-2b109dfe428c,1,
,2022-04-28 04:00:00.000,,10009,,2022-05-04 04:00:04.722,2022-04-28 15:22:47.836,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":13069}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-04-28 04:00:00.000,ef77fa58-ae41-41d6-aff2-16d92b9421df,1,
,2022-05-02 04:00:00.000,,10009,,2022-05-08 04:00:05.510,2022-05-02 19:53:51.960,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9875}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-02 04:00:00.000,79fd5358-2745-4a60-b48c-8a46a55aa749,1,
,2022-05-04 04:00:00.000,,10009,,2022-05-10 04:00:04.140,2022-05-04 19:15:02.263,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9012}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-04 04:00:00.000,fe321b8c-e267-48f0-9235-4285a5cce8ca,1,
,2022-05-06 04:00:00.000,,10009,,2022-05-12 04:00:02.658,2022-05-06 15:35:01.517,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7568}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-06 04:00:00.000,3fbfb6d9-04ef-4b0c-9e4f-5ba2eb2706bf,1,
,2022-05-09 04:00:00.000,,10009,,2022-05-15 04:28:43.148,2022-05-09 15:28:21.896,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":10399}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-09 04:00:00.000,b5e70642-2857-49bf-96cb-e49efd4ee4f5,1,
,2022-05-10 04:00:00.000,,10009,,2022-05-16 04:00:03.168,2022-05-10 19:35:31.593,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7403}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-10 04:00:00.000,cfd07dc0-e67a-418a-b93f-88737c8ea7ab,1,
,2022-05-11 04:00:00.000,,10009,,2022-05-17 04:00:34.466,2022-05-12 00:15:41.317,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6076}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-11 04:00:00.000,4e1d1a6c-3a6b-40a7-a68f-e793a7cc4ee3,1,
,2022-05-13 04:00:00.000,,10009,,2022-05-19 04:05:43.058,2022-05-14 00:42:08.590,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6565}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-13 04:00:00.000,c69ccff8-8e5e-462b-a05d-da0c470d305d,1,
,2022-05-16 04:00:00.000,,10009,,2022-05-22 04:00:03.627,2022-05-16 19:35:43.797,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6499}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-16 04:00:00.000,83ea5335-4b9a-4530-bbf4-b8f5ee429382,1,
,2022-05-17 04:00:00.000,,10009,,2022-05-23 04:05:59.783,2022-05-17 15:43:24.062,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":11053}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-17 04:00:00.000,3c17544a-f754-4225-84ea-5a1f48e9601c,1,
,2022-05-18 04:00:00.000,,10009,,2022-05-24 04:00:01.988,2022-05-18 19:15:31.886,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7585}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-18 04:00:00.000,2675fc51-3bc8-4e5f-bcd0-9191e4aac51b,1,
,2022-05-20 04:00:00.000,,10009,,2022-05-26 04:00:03.533,2022-05-20 19:01:14.532,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7994}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-20 04:00:00.000,1c11d03c-7103-4556-bce0-912172eb8b83,1,
,2022-05-24 04:00:00.000,,10009,,2022-05-30 04:00:03.535,2022-05-24 19:05:43.810,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8252}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-24 04:00:00.000,8983a5e7-4797-4c0c-98dc-53acf1cf6b4b,1,
,2022-05-26 04:00:00.000,,10009,,2022-06-01 04:00:03.856,2022-05-26 16:55:00.781,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8735}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-26 04:00:00.000,69010486-a0ae-448e-833a-d43d7da3f1db,1,
,2022-05-30 04:00:00.000,,10009,,2022-06-05 04:02:55.475,2022-05-30 19:18:23.854,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8653}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-30 04:00:00.000,c4f58154-216a-4607-894e-c2e773ee228f,1,
,2022-05-31 04:00:00.000,,10009,,2022-06-06 04:50:08.894,2022-05-31 19:20:53.044,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6176}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-05-31 04:00:00.000,125c886a-5e56-48bb-a2b9-3dc7efb7bdfc,1,
,2022-06-01 04:00:00.000,,10009,,2022-06-07 04:00:06.054,2022-06-01 18:15:00.127,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9744}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-01 04:00:00.000,678f1783-a40a-474d-b8a5-05e0681909e5,1,
,2022-06-02 04:00:00.000,,10009,,2022-06-08 04:00:05.413,2022-06-02 19:21:22.657,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":9535}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-02 04:00:00.000,8c92b61c-4693-4b5e-a24a-6c6fc0db4543,1,
,2022-06-03 04:00:00.000,,10009,,2022-06-09 04:16:17.513,2022-06-03 21:19:40.976,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6253}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-03 04:00:00.000,916f6312-2ecb-4c39-bcbd-6ff82cfc73b9,1,
,2022-06-06 04:00:00.000,,10009,,2022-06-12 04:09:16.546,2022-06-06 19:35:02.418,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7503}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-06 04:00:00.000,e8f53acd-926d-456c-814e-29313416e43c,1,
,2022-06-07 04:00:00.000,,10009,,2022-06-13 04:00:03.892,2022-06-07 19:13:22.201,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":8419}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-07 04:00:00.000,4469ad9f-9b70-413f-bd14-e2bae7491022,1,
,2022-06-09 04:00:00.000,,10009,,2022-06-15 04:00:03.066,2022-06-09 18:10:36.621,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":12944}",5vLahzXBCy,com.sec.android.app.shealth,tracker.pedometer,2022-06-09 04:00:00.000,890b058d-61fd-4188-b552-11afdbe604e0,1,
